geoid,year,month,rate_time,jurisdiction_count,sex,age_range,drug_rate,opioid_rate,fentanyl_rate,heroin_rate,stimulant_rate,cocaine_rate,methamphetamine_rate,benzodiazepine_rate
US,2019,6,Monthly,43,M,45 to 54,93.1,36.0,*,14.6,8.2,4.5,2.4,1.6
US,2019,6,Monthly,43,M,15 to 24,104.7,23.4,*,11.1,7.4,2.4,2.3,4.4
US,2019,6,Monthly,43,F,65+,30.1,7.2,*,0.5,0.3,*,*,1.8
US,2019,6,Monthly,43,F,0 to 14,41.0,0.9,0.0,*,0.7,*,*,0.5
US,2019,6,Monthly,43,F,45 to 54,64.5,17.6,*,5.1,3.5,2.0,0.8,3.4
US,2019,7,Monthly,44,Total,Total,68.6,20.4,0.2,8.0,4.1,1.7,1.4,2.1
US,2019,7,Monthly,44,Total,45 to 54,76.8,25.9,0.2,10.0,5.0,2.7,1.5,2.4
US,2019,7,Monthly,44,Total,25 to 34,107.0,39.3,0.5,19.3,8.2,3.0,3.4,3.0
US,2019,7,Monthly,44,Total,35 to 44,94.6,32.1,0.3,14.3,7.3,3.0,3.0,2.8
US,2019,7,Monthly,44,Total,15 to 24,84.6,13.7,0.3,5.6,4.5,1.4,1.5,2.9
US,2019,7,Monthly,44,Total,0 to 14,35.9,0.9,*,*,0.9,*,*,0.6
US,2019,7,Monthly,44,Total,55 to 64,65.3,24.3,0.2,7.3,3.5,2.5,0.6,2.7
US,2019,7,Monthly,44,Total,65+,31.5,9.2,*,1.5,0.5,0.3,*,1.1
US,2019,7,Monthly,44,F,Total,56.0,13.3,0.2,4.5,2.4,1.0,0.8,2.1
US,2019,7,Monthly,44,M,Total,84.0,29.0,0.3,12.4,6.1,2.7,2.1,2.2
US,2019,7,Monthly,44,M,25 to 34,161.6,64.9,0.8,32.1,13.5,4.7,5.5,3.9
US,2019,7,Monthly,44,M,45 to 54,90.2,34.8,0.4,15.0,7.1,4.0,2.1,2.0
US,2019,7,Monthly,44,M,65+,33.4,11.2,*,2.7,0.8,0.6,*,1.1
US,2019,7,Monthly,44,M,15 to 24,104.8,20.9,0.6,8.7,7.5,2.5,2.6,4.3
US,2019,7,Monthly,44,F,65+,30.0,7.7,*,0.6,0.2,*,*,1.2
US,2019,7,Monthly,44,M,35 to 44,126.9,49.2,0.5,22.3,11.4,4.5,4.9,2.7
US,2019,7,Monthly,44,F,55 to 64,56.2,17.8,*,3.2,1.7,1.2,*,3.2
US,2019,7,Monthly,44,F,15 to 24,71.8,9.0,*,3.7,2.6,0.7,0.8,1.9
US,2019,7,Monthly,44,M,0 to 14,31.3,1.0,*,*,0.8,*,*,0.5
US,2019,7,Monthly,44,F,35 to 44,68.8,18.5,*,7.9,4.1,1.7,1.5,2.9
US,2019,7,Monthly,44,F,0 to 14,41.1,0.8,*,*,1.0,*,*,0.7
US,2019,7,Monthly,44,F,45 to 54,64.8,18.0,*,5.5,3.1,1.6,0.9,2.9
US,2019,7,Monthly,44,M,55 to 64,74.7,31.0,*,11.5,5.4,3.8,1.0,2.1
US,2019,7,Monthly,44,F,25 to 34,69.4,21.6,0.3,10.5,4.6,1.8,1.9,2.3
US,2019,8,Monthly,44,Total,0 to 14,37.5,1.0,*,*,1.0,*,*,0.7
US,2019,8,Monthly,44,Total,15 to 24,87.0,14.9,0.2,6.5,4.8,1.5,1.4,3.0
US,2019,8,Monthly,44,Total,55 to 64,66.0,25.0,0.2,7.8,3.5,2.3,0.7,2.4
US,2019,8,Monthly,44,Total,45 to 54,80.1,28.0,0.2,10.4,5.7,3.1,1.7,2.7
US,2019,8,Monthly,44,Total,35 to 44,100.2,35.4,0.3,15.2,8.1,3.3,3.0,2.9
US,2019,8,Monthly,44,Total,65+,32.3,9.4,*,1.5,0.4,0.3,*,1.2
US,2019,8,Monthly,44,Total,25 to 34,110.2,40.6,0.5,19.7,8.5,3.0,3.3,2.9
US,2019,8,Monthly,44,Total,Total,70.7,21.4,0.2,8.4,4.3,1.8,1.4,2.2
US,2019,8,Monthly,44,M,Total,87.8,30.9,0.3,13.0,6.7,2.9,2.3,2.2
US,2019,8,Monthly,44,F,Total,56.7,13.5,0.2,4.5,2.4,0.9,0.7,2.1
US,2019,8,Monthly,44,M,0 to 14,33.0,0.9,*,*,0.9,*,*,0.6
US,2019,8,Monthly,44,M,35 to 44,138.7,54.4,0.4,24.2,13.0,5.3,5.1,3.0
US,2019,8,Monthly,44,M,25 to 34,167.6,67.3,0.8,33.3,14.8,5.3,5.9,3.8
US,2019,8,Monthly,44,M,55 to 64,76.8,32.7,*,12.2,5.2,3.5,1.0,1.8
US,2019,8,Monthly,44,F,15 to 24,74.0,9.4,*,4.2,2.9,0.8,0.8,1.9
US,2019,8,Monthly,44,F,25 to 34,70.9,22.3,0.3,10.4,4.2,1.5,1.5,2.3
US,2019,8,Monthly,44,M,65+,34.9,11.8,*,2.7,0.7,0.5,*,1.1
US,2019,8,Monthly,44,F,35 to 44,69.8,20.4,*,8.1,4.3,1.7,1.4,2.8
US,2019,8,Monthly,44,F,45 to 54,64.1,17.5,*,5.5,2.8,1.6,0.6,3.2
US,2019,8,Monthly,44,M,45 to 54,98.3,40.0,*,16.0,9.0,4.8,2.9,2.2
US,2019,8,Monthly,44,F,55 to 64,55.6,17.5,*,3.6,1.7,1.2,*,2.9
US,2019,8,Monthly,44,F,65+,30.1,7.6,*,0.6,0.3,*,*,1.4
US,2019,8,Monthly,44,F,0 to 14,42.8,1.0,*,*,1.0,*,*,0.8
US,2019,8,Monthly,44,M,15 to 24,107.1,23.5,0.5,10.0,7.8,2.4,2.5,4.6
US,2019,9,Monthly,44,Total,15 to 24,86.2,13.6,0.3,5.3,4.3,1.5,1.2,2.9
US,2019,9,Monthly,44,Total,45 to 54,77.7,26.9,0.3,10.0,5.5,2.9,1.7,2.9
US,2019,9,Monthly,44,Total,35 to 44,96.2,33.1,0.4,14.4,7.7,3.1,2.9,3.0
US,2019,9,Monthly,44,Total,55 to 64,63.6,23.4,*,7.2,3.2,2.2,0.7,2.5
US,2019,9,Monthly,44,Total,0 to 14,32.2,0.8,*,*,0.9,*,*,0.5
US,2019,9,Monthly,44,Total,65+,31.3,9.3,0.1,1.4,0.5,0.4,*,1.3
US,2019,9,Monthly,44,Total,25 to 34,106.3,39.4,0.5,18.9,8.4,2.7,3.4,3.0
US,2019,9,Monthly,44,Total,Total,67.5,19.9,0.2,7.7,4.1,1.7,1.3,2.2
US,2019,9,Monthly,44,M,Total,82.8,28.6,0.4,12.0,6.1,2.6,2.1,2.3
US,2019,9,Monthly,44,F,Total,54.9,12.8,0.1,4.2,2.4,0.9,0.7,2.1
US,2019,9,Monthly,44,M,15 to 24,101.5,20.9,0.5,7.7,6.8,2.4,1.9,4.6
US,2019,9,Monthly,44,M,0 to 14,27.5,0.8,*,*,1.0,*,*,0.5
US,2019,9,Monthly,44,M,65+,34.1,11.5,*,2.6,0.8,0.6,*,1.1
US,2019,9,Monthly,44,F,15 to 24,76.4,8.9,*,3.7,2.7,0.9,0.7,1.9
US,2019,9,Monthly,44,F,35 to 44,68.6,19.7,*,8.0,4.0,1.6,1.5,3.0
US,2019,9,Monthly,44,M,35 to 44,132.1,50.6,0.6,22.8,12.5,5.0,4.7,3.1
US,2019,9,Monthly,44,F,0 to 14,37.7,0.7,0.0,0.0,0.8,*,*,0.5
US,2019,9,Monthly,44,F,45 to 54,60.6,16.7,*,4.6,3.0,1.4,0.9,3.2
US,2019,9,Monthly,44,M,25 to 34,163.5,66.6,0.9,32.5,14.4,4.8,6.1,4.1
US,2019,9,Monthly,44,M,55 to 64,73.3,30.3,*,11.5,4.4,3.0,0.9,2.0
US,2019,9,Monthly,44,F,25 to 34,67.9,21.1,*,9.9,4.3,1.3,1.6,2.3
US,2019,9,Monthly,44,F,55 to 64,54.4,16.8,*,3.1,2.1,1.3,0.4,3.0
US,2019,9,Monthly,44,M,45 to 54,97.7,38.7,0.5,16.3,8.5,4.6,2.7,2.6
US,2019,9,Monthly,44,F,65+,29.0,7.6,*,0.4,0.3,*,*,1.5
US,2019,10,Monthly,44,Total,0 to 14,32.4,0.8,*,*,0.9,*,*,0.7
US,2019,10,Monthly,44,Total,35 to 44,96.0,34.6,0.5,14.9,7.5,2.9,3.1,2.6
US,2019,10,Monthly,44,Total,15 to 24,89.3,14.2,0.3,5.7,4.4,1.5,1.3,2.8
US,2019,10,Monthly,44,Total,65+,31.4,9.0,*,1.3,0.6,0.4,*,1.3
US,2019,10,Monthly,44,Total,25 to 34,107.1,40.0,0.6,18.7,7.8,2.7,3.2,2.7
US,2019,10,Monthly,44,Total,45 to 54,76.4,26.0,0.3,9.2,5.4,2.9,1.4,2.7
US,2019,10,Monthly,44,Total,55 to 64,63.2,24.3,0.2,6.6,3.3,2.3,0.6,2.5
US,2019,10,Monthly,44,Total,Total,67.3,20.1,0.3,7.5,3.9,1.7,1.3,2.1
US,2019,10,Monthly,44,M,Total,82.0,28.4,0.4,11.5,5.9,2.6,1.9,2.1
US,2019,10,Monthly,44,F,Total,55.3,13.2,0.2,4.3,2.3,0.9,0.8,2.0
US,2019,10,Monthly,44,M,55 to 64,72.3,30.5,*,10.0,4.8,3.4,0.8,1.9
US,2019,10,Monthly,44,F,35 to 44,68.3,21.1,*,8.8,4.3,1.7,1.7,2.4
US,2019,10,Monthly,44,M,35 to 44,132.3,52.4,0.8,22.9,11.6,4.5,5.0,2.9
US,2019,10,Monthly,44,F,25 to 34,67.5,22.1,0.3,10.1,4.2,1.5,1.8,2.0
US,2019,10,Monthly,44,F,55 to 64,54.4,18.3,*,3.3,2.0,1.3,0.5,3.1
US,2019,10,Monthly,44,M,15 to 24,106.3,23.8,0.5,9.0,7.2,2.6,2.1,4.0
US,2019,10,Monthly,44,F,15 to 24,78.7,8.1,*,3.7,2.7,0.8,0.7,2.0
US,2019,10,Monthly,44,F,65+,29.9,7.7,*,0.4,0.2,*,*,1.6
US,2019,10,Monthly,44,M,45 to 54,93.7,36.7,0.4,14.6,8.4,4.6,2.3,2.3
US,2019,10,Monthly,44,M,25 to 34,167.4,67.2,1.1,31.8,13.1,4.6,5.2,3.7
US,2019,10,Monthly,44,F,45 to 54,61.7,17.0,*,4.6,2.8,1.4,0.7,3.0
US,2019,10,Monthly,44,M,0 to 14,27.3,0.8,*,*,0.9,*,*,0.6
US,2019,10,Monthly,44,F,0 to 14,38.3,0.9,0.0,*,0.8,*,*,0.8
US,2019,10,Monthly,44,M,65+,33.2,10.7,*,2.5,1.0,0.8,*,1.0
US,2019,11,Monthly,44,Total,0 to 14,29.0,0.7,*,*,0.6,*,*,0.5
US,2019,11,Monthly,44,Total,25 to 34,106.1,39.8,0.6,18.3,8.0,2.6,3.3,2.7
US,2019,11,Monthly,44,Total,55 to 64,64.4,24.3,0.2,7.0,3.6,2.4,0.8,2.7
US,2019,11,Monthly,44,Total,15 to 24,90.7,14.8,0.4,5.5,4.4,1.3,1.3,2.8
US,2019,11,Monthly,44,Total,35 to 44,96.5,33.4,0.4,13.8,7.0,2.7,2.8,2.7
US,2019,11,Monthly,44,Total,65+,31.0,9.2,*,1.3,0.5,0.3,0.1,1.2
US,2019,11,Monthly,44,Total,45 to 54,75.3,26.7,0.3,9.2,5.0,2.8,1.5,2.2
US,2019,11,Monthly,44,Total,Total,65.7,19.5,0.3,7.1,3.7,1.5,1.2,2.0
US,2019,11,Monthly,44,F,Total,53.1,12.4,0.2,3.9,2.1,0.8,0.7,1.9
US,2019,11,Monthly,44,M,Total,81.3,28.4,0.4,11.2,5.7,2.5,1.9,2.0
US,2019,11,Monthly,44,M,65+,33.4,11.1,*,2.4,0.9,0.6,*,1.0
US,2019,11,Monthly,44,F,25 to 34,65.5,20.6,0.4,9.6,4.3,1.4,1.7,1.9
US,2019,11,Monthly,44,F,65+,29.1,7.7,*,0.5,0.2,*,*,1.5
US,2019,11,Monthly,44,M,35 to 44,135.3,52.0,0.7,22.2,11.0,4.3,4.5,2.8
US,2019,11,Monthly,44,F,55 to 64,54.9,17.6,*,3.5,1.8,1.0,*,3.5
US,2019,11,Monthly,44,M,15 to 24,111.8,25.7,0.8,9.4,7.1,2.2,2.2,4.2
US,2019,11,Monthly,44,F,15 to 24,78.0,8.2,*,3.2,2.8,0.7,0.8,2.0
US,2019,11,Monthly,44,M,55 to 64,74.5,31.2,*,10.6,5.6,3.8,1.2,1.9
US,2019,11,Monthly,44,M,45 to 54,94.0,37.7,0.5,15.0,7.8,4.6,2.2,1.8
US,2019,11,Monthly,44,F,45 to 54,59.6,17.3,*,4.4,2.5,1.2,0.9,2.6
US,2019,11,Monthly,44,M,25 to 34,169.1,69.5,1.1,31.9,13.9,4.4,5.7,4.0
US,2019,11,Monthly,44,M,0 to 14,25.5,0.6,*,*,0.7,*,*,0.4
US,2019,11,Monthly,44,F,35 to 44,67.1,19.3,*,7.4,3.9,1.5,1.5,2.5
US,2019,11,Monthly,44,F,0 to 14,33.0,0.7,*,*,0.6,*,*,0.5
US,2019,12,Monthly,44,Total,15 to 24,88.6,14.5,0.4,5.1,4.7,1.5,1.4,3.1
US,2019,12,Monthly,44,Total,55 to 64,59.8,22.9,0.2,6.1,3.6,2.3,0.8,2.4
US,2019,12,Monthly,44,Total,25 to 34,99.5,37.6,0.6,17.4,7.7,2.7,3.0,2.5
US,2019,12,Monthly,44,Total,45 to 54,72.6,25.2,0.2,8.9,5.3,3.0,1.6,2.2
US,2019,12,Monthly,44,Total,35 to 44,91.3,33.0,0.4,14.0,7.3,2.7,3.0,2.7
US,2019,12,Monthly,44,Total,0 to 14,24.8,0.7,*,*,0.6,*,*,0.4
US,2019,12,Monthly,44,Total,65+,29.4,8.4,*,1.0,0.5,0.3,*,1.1
US,2019,12,Monthly,44,Total,Total,61.6,18.5,0.3,6.7,3.8,1.6,1.2,1.9
US,2019,12,Monthly,44,M,Total,77.2,26.8,0.4,10.6,5.8,2.4,2.0,2.1
US,2019,12,Monthly,44,F,Total,49.0,11.7,0.1,3.6,2.1,0.9,0.6,1.7
US,2019,12,Monthly,44,M,45 to 54,91.8,36.2,*,14.4,8.1,4.6,2.7,2.1
US,2019,12,Monthly,44,F,55 to 64,51.5,17.1,*,2.8,1.8,1.3,*,2.9
US,2019,12,Monthly,44,F,65+,28.1,7.0,*,0.4,0.3,0.2,*,1.3
US,2019,12,Monthly,44,F,25 to 34,59.9,19.7,0.3,8.9,3.8,1.5,1.4,1.9
US,2019,12,Monthly,44,F,35 to 44,63.1,19.1,*,7.4,3.8,1.3,1.5,2.6
US,2019,12,Monthly,44,F,15 to 24,71.6,7.9,*,3.1,2.9,0.8,0.9,1.6
US,2019,12,Monthly,44,M,55 to 64,68.7,29.1,*,9.6,5.5,3.3,1.4,2.0
US,2019,12,Monthly,44,M,25 to 34,161.2,65.6,1.2,30.6,13.8,4.7,5.6,3.5
US,2019,12,Monthly,44,F,45 to 54,56.1,15.8,*,4.2,3.0,1.6,0.8,2.3
US,2019,12,Monthly,44,M,15 to 24,116.6,25.3,0.8,8.5,7.6,2.6,2.2,5.6
US,2019,12,Monthly,44,F,0 to 14,28.6,0.8,*,*,0.4,*,0.0,0.4
US,2019,12,Monthly,44,M,0 to 14,21.2,0.6,0.0,*,0.7,*,*,0.4
US,2019,12,Monthly,44,M,65+,31.0,10.1,*,1.8,0.8,0.5,*,0.8
US,2019,12,Monthly,44,M,35 to 44,128.6,51.3,0.6,22.7,11.8,4.5,5.0,2.8
US,2020,1,Monthly,44,Total,35 to 44,91.7,33.0,0.4,13.3,7.4,2.9,2.8,2.3
US,2020,1,Monthly,44,Total,55 to 64,60.6,23.7,*,7.1,3.2,2.1,0.7,2.4
US,2020,1,Monthly,44,Total,25 to 34,97.2,35.5,0.6,16.2,7.2,2.6,2.8,2.4
US,2020,1,Monthly,44,Total,65+,30.5,9.1,*,1.3,0.6,0.4,0.1,1.2
US,2020,1,Monthly,44,Total,45 to 54,71.3,25.4,0.3,9.1,4.8,2.5,1.5,2.5
US,2020,1,Monthly,44,Total,0 to 14,29.0,0.7,*,0.0,0.8,*,*,0.5
US,2020,1,Monthly,44,Total,15 to 24,87.8,13.8,0.3,5.0,4.0,1.4,1.2,3.0
US,2020,1,Monthly,44,Total,Total,62.9,18.7,0.3,6.8,3.6,1.5,1.2,1.9
US,2020,1,Monthly,44,F,Total,51.3,12.1,0.2,3.8,2.1,0.8,0.7,1.8
US,2020,1,Monthly,44,M,Total,77.5,27.1,0.4,10.6,5.6,2.4,1.8,2.0
US,2020,1,Monthly,44,F,15 to 24,75.1,7.9,*,2.9,2.5,0.9,0.8,1.8
US,2020,1,Monthly,44,F,35 to 44,62.7,19.3,*,7.3,4.2,1.7,1.6,2.0
US,2020,1,Monthly,44,M,45 to 54,87.7,35.3,0.5,13.9,7.5,3.9,2.3,1.8
US,2020,1,Monthly,44,M,65+,32.4,11.2,*,2.3,0.9,0.7,*,0.9
US,2020,1,Monthly,44,F,25 to 34,61.5,19.5,0.4,8.7,3.6,1.2,1.5,1.8
US,2020,1,Monthly,44,M,0 to 14,24.1,0.8,*,0.0,0.9,*,*,0.5
US,2020,1,Monthly,44,M,55 to 64,70.1,31.2,*,11.1,4.6,3.1,1.0,2.0
US,2020,1,Monthly,44,F,45 to 54,57.6,17.1,*,5.1,2.5,1.3,0.8,3.0
US,2020,1,Monthly,44,F,65+,28.9,7.4,*,0.5,0.3,0.2,*,1.4
US,2020,1,Monthly,44,M,25 to 34,152.8,60.4,1.0,27.7,12.7,4.9,4.9,3.3
US,2020,1,Monthly,44,M,15 to 24,108.6,23.4,0.5,8.6,6.5,2.1,2.0,4.9
US,2020,1,Monthly,44,M,35 to 44,130.4,51.4,0.6,21.4,11.6,4.6,4.5,2.5
US,2020,1,Monthly,44,F,55 to 64,51.7,16.6,*,3.3,1.9,1.2,0.4,2.8
US,2020,1,Monthly,44,F,0 to 14,34.4,0.6,0.0,0.0,0.8,*,*,0.5
US,2020,2,Monthly,44,Total,35 to 44,97.5,35.9,0.5,14.7,8.0,3.0,3.1,2.9
US,2020,2,Monthly,44,Total,45 to 54,75.4,27.6,0.3,10.5,5.2,2.8,1.5,2.5
US,2020,2,Monthly,44,Total,65+,31.5,9.7,0.1,1.5,0.6,0.4,*,1.2
US,2020,2,Monthly,44,Total,15 to 24,96.4,14.7,0.5,5.1,5.0,1.6,1.3,3.5
US,2020,2,Monthly,44,Total,0 to 14,31.1,0.8,*,*,0.7,*,*,0.6
US,2020,2,Monthly,44,Total,25 to 34,104.1,39.7,0.7,17.4,7.8,2.8,3.0,2.9
US,2020,2,Monthly,44,Total,55 to 64,65.4,26.7,*,8.1,3.5,2.3,0.7,2.5
US,2020,2,Monthly,44,Total,Total,67.2,20.5,0.3,7.4,4.0,1.7,1.3,2.1
US,2020,2,Monthly,44,M,Total,83.5,30.0,0.4,11.9,5.9,2.6,1.9,2.4
US,2020,2,Monthly,44,F,Total,54.0,12.8,0.2,3.8,2.4,0.9,0.7,2.0
US,2020,2,Monthly,44,M,25 to 34,164.3,69.3,1.2,30.2,12.9,4.8,5.0,4.4
US,2020,2,Monthly,44,F,65+,29.7,8.1,*,0.4,0.3,*,*,1.4
US,2020,2,Monthly,44,F,0 to 14,36.6,0.7,*,*,0.7,*,*,0.6
US,2020,2,Monthly,44,F,15 to 24,80.8,8.6,*,3.1,2.8,0.7,0.6,2.2
US,2020,2,Monthly,44,M,55 to 64,77.7,35.2,*,12.8,5.2,3.4,1.1,2.1
US,2020,2,Monthly,44,M,45 to 54,94.7,39.6,*,16.8,7.7,4.2,2.2,2.0
US,2020,2,Monthly,44,M,15 to 24,121.6,24.7,0.8,8.2,8.4,2.9,2.3,5.6
US,2020,2,Monthly,44,M,0 to 14,26.1,1.0,0.0,*,0.7,*,*,0.6
US,2020,2,Monthly,44,M,35 to 44,138.4,57.0,0.8,24.7,12.3,4.8,4.9,3.3
US,2020,2,Monthly,44,F,35 to 44,66.8,20.1,*,7.1,4.7,1.7,1.7,2.6
US,2020,2,Monthly,44,F,55 to 64,53.8,18.7,*,3.5,2.0,1.3,*,2.9
US,2020,2,Monthly,44,F,25 to 34,64.9,20.5,0.4,9.0,4.4,1.5,1.8,2.0
US,2020,2,Monthly,44,F,45 to 54,59.1,17.5,*,5.1,3.1,1.7,0.8,2.9
US,2020,2,Monthly,44,M,65+,33.7,11.8,*,2.8,0.9,0.7,*,0.9
US,2020,3,Monthly,44,Total,0 to 14,*,*,*,*,*,*,*,*
US,2020,3,Monthly,44,Total,65+,*,*,*,*,*,*,*,*
US,2020,3,Monthly,44,Total,15 to 24,*,*,*,*,*,*,*,*
US,2020,3,Monthly,44,Total,45 to 54,*,*,*,*,*,*,*,*
US,2020,3,Monthly,44,Total,35 to 44,*,*,*,*,*,*,*,*
US,2020,3,Monthly,44,Total,55 to 64,*,*,*,*,*,*,*,*
US,2020,3,Monthly,44,Total,25 to 34,*,*,*,*,*,*,*,*
US,2020,3,Monthly,44,Total,Total,*,*,*,*,*,*,*,*
US,2020,3,Monthly,44,F,Total,*,*,*,*,*,*,*,*
US,2020,3,Monthly,44,M,Total,*,*,*,*,*,*,*,*
US,2020,3,Monthly,44,M,55 to 64,*,*,*,*,*,*,*,*
US,2020,3,Monthly,44,M,45 to 54,*,*,*,*,*,*,*,*
US,2020,3,Monthly,44,F,35 to 44,*,*,*,*,*,*,*,*
US,2020,3,Monthly,44,M,0 to 14,*,*,*,*,*,*,*,*
US,2020,3,Monthly,44,M,15 to 24,*,*,*,*,*,*,*,*
US,2020,3,Monthly,44,F,0 to 14,*,*,*,*,*,*,*,*
US,2020,3,Monthly,44,F,65+,*,*,*,*,*,*,*,*
US,2020,3,Monthly,44,F,55 to 64,*,*,*,*,*,*,*,*
US,2020,3,Monthly,44,F,15 to 24,*,*,*,*,*,*,*,*
US,2020,3,Monthly,44,F,25 to 34,*,*,*,*,*,*,*,*
US,2020,3,Monthly,44,M,35 to 44,*,*,*,*,*,*,*,*
US,2020,3,Monthly,44,F,45 to 54,*,*,*,*,*,*,*,*
US,2020,3,Monthly,44,M,25 to 34,*,*,*,*,*,*,*,*
US,2020,3,Monthly,44,M,65+,*,*,*,*,*,*,*,*
US,2020,4,Monthly,44,Total,65+,*,*,*,*,*,*,*,*
US,2020,4,Monthly,44,Total,55 to 64,*,*,*,*,*,*,*,*
US,2020,4,Monthly,44,Total,0 to 14,*,*,*,*,*,*,*,*
US,2020,4,Monthly,44,Total,15 to 24,*,*,*,*,*,*,*,*
US,2020,4,Monthly,44,Total,25 to 34,*,*,*,*,*,*,*,*
US,2020,4,Monthly,44,Total,35 to 44,*,*,*,*,*,*,*,*
US,2020,4,Monthly,44,Total,45 to 54,*,*,*,*,*,*,*,*
US,2020,4,Monthly,44,Total,Total,*,*,*,*,*,*,*,*
US,2020,4,Monthly,44,M,Total,*,*,*,*,*,*,*,*
US,2020,4,Monthly,44,F,Total,*,*,*,*,*,*,*,*
US,2020,4,Monthly,44,F,45 to 54,*,*,*,*,*,*,*,*
US,2020,4,Monthly,44,F,35 to 44,*,*,*,*,*,*,*,*
US,2020,4,Monthly,44,M,55 to 64,*,*,*,*,*,*,*,*
US,2020,4,Monthly,44,F,65+,*,*,*,*,*,*,*,*
US,2020,4,Monthly,44,M,35 to 44,*,*,*,*,*,*,*,*
US,2020,4,Monthly,44,M,15 to 24,*,*,*,*,*,*,*,*
US,2020,4,Monthly,44,F,25 to 34,*,*,*,*,*,*,*,*
US,2020,4,Monthly,44,F,15 to 24,*,*,*,*,*,*,*,*
US,2020,4,Monthly,44,F,55 to 64,*,*,*,*,*,*,*,*
US,2020,4,Monthly,44,M,0 to 14,*,*,*,*,*,*,*,*
US,2020,4,Monthly,44,M,45 to 54,*,*,*,*,*,*,*,*
US,2020,4,Monthly,44,M,25 to 34,*,*,*,*,*,*,*,*
US,2020,4,Monthly,44,F,0 to 14,*,*,*,*,*,*,*,*
US,2020,4,Monthly,44,M,65+,*,*,*,*,*,*,*,*
US,2020,5,Monthly,44,Total,45 to 54,*,*,*,*,*,*,*,*
US,2020,5,Monthly,44,Total,15 to 24,*,*,*,*,*,*,*,*
US,2020,5,Monthly,44,Total,65+,*,*,*,*,*,*,*,*
US,2020,5,Monthly,44,Total,25 to 34,*,*,*,*,*,*,*,*
US,2020,5,Monthly,44,Total,55 to 64,*,*,*,*,*,*,*,*
US,2020,5,Monthly,44,Total,35 to 44,*,*,*,*,*,*,*,*
US,2020,5,Monthly,44,Total,0 to 14,*,*,*,*,*,*,*,*
US,2020,5,Monthly,44,Total,Total,*,*,*,*,*,*,*,*
US,2020,5,Monthly,44,M,Total,*,*,*,*,*,*,*,*
US,2020,5,Monthly,44,F,Total,*,*,*,*,*,*,*,*
US,2020,5,Monthly,44,F,55 to 64,*,*,*,*,*,*,*,*
US,2020,5,Monthly,44,F,25 to 34,*,*,*,*,*,*,*,*
US,2020,5,Monthly,44,M,0 to 14,*,*,*,*,*,*,*,*
US,2020,5,Monthly,44,F,65+,*,*,*,*,*,*,*,*
US,2020,5,Monthly,44,M,65+,*,*,*,*,*,*,*,*
US,2020,5,Monthly,44,M,25 to 34,*,*,*,*,*,*,*,*
US,2020,5,Monthly,44,F,45 to 54,*,*,*,*,*,*,*,*
US,2020,5,Monthly,44,M,35 to 44,*,*,*,*,*,*,*,*
US,2020,5,Monthly,44,M,15 to 24,*,*,*,*,*,*,*,*
US,2020,5,Monthly,44,F,35 to 44,*,*,*,*,*,*,*,*
US,2020,5,Monthly,44,F,15 to 24,*,*,*,*,*,*,*,*
US,2020,5,Monthly,44,F,0 to 14,*,*,*,*,*,*,*,*
US,2020,5,Monthly,44,M,55 to 64,*,*,*,*,*,*,*,*
US,2020,5,Monthly,44,M,45 to 54,*,*,*,*,*,*,*,*
US,2020,6,Monthly,44,Total,35 to 44,*,*,*,*,*,*,*,*
US,2020,6,Monthly,44,Total,45 to 54,*,*,*,*,*,*,*,*
US,2020,6,Monthly,44,Total,65+,*,*,*,*,*,*,*,*
US,2020,6,Monthly,44,Total,25 to 34,*,*,*,*,*,*,*,*
US,2020,6,Monthly,44,Total,0 to 14,*,*,*,*,*,*,*,*
US,2020,6,Monthly,44,Total,55 to 64,*,*,*,*,*,*,*,*
US,2020,6,Monthly,44,Total,15 to 24,*,*,*,*,*,*,*,*
US,2020,6,Monthly,44,Total,Total,*,*,*,*,*,*,*,*
US,2020,6,Monthly,44,F,Total,*,*,*,*,*,*,*,*
US,2020,6,Monthly,44,M,Total,*,*,*,*,*,*,*,*
US,2020,6,Monthly,44,F,45 to 54,*,*,*,*,*,*,*,*
US,2020,6,Monthly,44,M,35 to 44,*,*,*,*,*,*,*,*
US,2020,6,Monthly,44,M,0 to 14,*,*,*,*,*,*,*,*
US,2020,6,Monthly,44,F,55 to 64,*,*,*,*,*,*,*,*
US,2020,6,Monthly,44,M,65+,*,*,*,*,*,*,*,*
US,2020,6,Monthly,44,F,0 to 14,*,*,*,*,*,*,*,*
US,2020,6,Monthly,44,F,65+,*,*,*,*,*,*,*,*
US,2020,6,Monthly,44,M,55 to 64,*,*,*,*,*,*,*,*
US,2020,6,Monthly,44,M,25 to 34,*,*,*,*,*,*,*,*
US,2020,6,Monthly,44,F,15 to 24,*,*,*,*,*,*,*,*
US,2020,6,Monthly,44,M,45 to 54,*,*,*,*,*,*,*,*
US,2020,6,Monthly,44,M,15 to 24,*,*,*,*,*,*,*,*
US,2020,6,Monthly,44,F,35 to 44,*,*,*,*,*,*,*,*
US,2020,6,Monthly,44,F,25 to 34,*,*,*,*,*,*,*,*
US,2020,7,Monthly,44,Total,25 to 34,*,*,*,*,*,*,*,*
US,2020,7,Monthly,44,Total,0 to 14,*,*,*,*,*,*,*,*
US,2020,7,Monthly,44,Total,65+,*,*,*,*,*,*,*,*
